output,title,Input
Flagge des Deutschen Kaiserreichs Deutsches Kaiserreich |,https://de.wikipedia.org/wiki/Indien,['Flagge Deutschen Kaiserreichs Deutsches Kaiserreich |']
Flagge der Weimarer Republik Weimarer Republik |,https://de.wikipedia.org/wiki/Indien,['Flagge Weimarer Republik Weimarer Republik |']
Flagge des Deutschen Reiches von 1935 bis 1945 Nationalsozialistisches Deutschland |,https://de.wikipedia.org/wiki/Indien,['Flagge Deutschen Reiches 1935 1945 Nationalsozialistisches Deutschland |']
Erkennungsflagge für deutsche Handelsschiffe in den Jahren 1946 bis 1950 Alliierte Verwaltung,https://de.wikipedia.org/wiki/Indien,['Erkennungsflagge deutsche Handelsschiffe Jahren 1946 1950 Alliierte Verwaltung']
Flagge der DDR Deutsche Demokratische Republik,https://de.wikipedia.org/wiki/Indien,['Flagge DDR Deutsche Demokratische Republik']
Flagge Deutschlands Bundesrepublik Deutschland,https://de.wikipedia.org/wiki/Indien,['Flagge Deutschlands Bundesrepublik Deutschland']
Indien ist ein Staat in Südasien.,https://de.wikipedia.org/wiki/Demografie_Deutschlands,['Indien Staat Südasien']
"Indien umfasst den größten Teil des indischen Subkontinents. Der Himalaya bildet die natürliche Nordgrenze Indiens, im Süden umschließt der Indische Ozean das Staatsgebiet. Indien grenzt an Pakistan, das chinesische Autonome Gebiet Tibet, Nepal, Bhutan, Myanmar und Bangladesch. Weitere Nachbarstaaten im Indischen Ozean sind Sri Lanka und die Malediven. Hinsichtlich seiner Landesfläche ist Indien das siebtgrößte Land der Erde. Mit etwa 1,42 Milliarden Einwohnern ist Indien knapp nach der Volksrepublik China der zweitbevölkerungsreichste Staat der Erde und somit die bevölkerungsreichste Demokratie der Welt. Durch fortschreitende Modernisierung, Bildung, Wohlstand und Verstädterung sinkt die Geburtenrate seit Anfang der 1980er Jahre. Dennoch wird Indien China voraussichtlich im Jahr 2023 als bevölkerungsreichstes Land der Welt überholen.",https://de.wikipedia.org/wiki/Demografie_Deutschlands,"['Indien umfasst größten Teil indischen Subkontinents', ' Der Himalaya bildet natürliche Nordgrenze Indiens, Süden umschließt Indische Ozean Staatsgebiet', ' Indien grenzt Pakistan, chinesische Autonome Gebiet Tibet, Nepal, Bhutan, Myanmar Bangladesch', ' Weitere Nachbarstaaten Indischen Ozean Sri Lanka Malediven', ' Hinsichtlich Landesfläche Indien siebtgrößte Land Erde', ' Mit etwa 1,42 Milliarden Einwohnern Indien knapp Volksrepublik China zweitbevölkerungsreichste Staat Erde somit bevölkerungsreichste Demokratie Welt', ' Durch fortschreitende Modernisierung, Bildung, Wohlstand Verstädterung sinkt Geburtenrate seit Anfang 1980er Jahre', ' Dennoch Indien China voraussichtlich Jahr 2023 bevölkerungsreichstes Land Welt überholen']"
"Die Bundesrepublik Indien wird von 28 Bundesstaaten sowie acht bundesunmittelbaren Gebieten gebildet. Hauptstadt ist Neu-Delhi, Teil der Metropole Delhi. Die bevölkerungsreichste Stadt und zugleich das Wirtschafts- und Finanzzentrum ist Mumbai. Weitere Ballungsräume sind Kalkutta, Chennai, Bengaluru, Hyderabad, Ahmedabad und Pune.",https://de.wikipedia.org/wiki/Demografie_Deutschlands,"['Die Bundesrepublik Indien 28 Bundesstaaten sowie acht bundesunmittelbaren Gebieten gebildet', ' Hauptstadt Neu-Delhi, Teil Metropole Delhi', ' Die bevölkerungsreichste Stadt zugleich Wirtschafts- Finanzzentrum Mumbai', ' Weitere Ballungsräume Kalkutta, Chennai, Bengaluru, Hyderabad, Ahmedabad Pune']"
"Das Gebiet Indiens ist mindestens seit der bronzezeitlichen Indus-Hochkultur zivilisiert. Seit seiner Unabhängigkeit vom Vereinigten Königreich 1947 und dem britischen Weltreich ist es Mitglied der Commonwealth of Nations, zunächst als Kaiserreich mit dem britischen Monarchen als Kaiser von Indien und seit 1950 als demokratisch und säkular verfasste Republik. Das politische System Indiens basiert seither auf einer parlamentarischen Republik nach dem Vorbild des britischen Westminster-Systems.",https://de.wikipedia.org/wiki/Demografie_Deutschlands,"['Das Gebiet Indiens mindestens seit bronzezeitlichen Indus-Hochkultur zivilisiert', ' Seit Unabhängigkeit Vereinigten Königreich 1947 britischen Weltreich Mitglied Commonwealth of Nations, zunächst Kaiserreich britischen Monarchen Kaiser Indien seit 1950 demokratisch säkular verfasste Republik', ' Das politische System Indiens basiert seither parlamentarischen Republik Vorbild britischen Westminster-Systems']"
"Die indische Gesellschaft wird trotz verfassungsmäßiger Religionsfreiheit vom religiösen hierarchischen Kastensystem bestimmt. Die mit Abstand größte Religionsgruppe sind die Hindus, gefolgt von Muslimen, Christen und den historisch aus Indien stammenden Sikhs, Buddhisten und Jaina. Das Entwicklungsprogramm der Vereinten Nationen zählt Indien zu den Ländern mit mittlerer menschlicher Entwicklung. Beim Ländervergleich des Index der menschlichen Entwicklung lag Indien im Jahr 2021 auf Rang 132 von 191 weltweit. Wirtschaftlich gilt Indien als Schwellenland. Es gehört zu den O5- und BRICS-Staaten und der Gruppe der zwanzig wichtigsten Industrie- und Schwellenländer . Indien ist trotz seines niedrigen Pro-Kopf-Einkommens die drittgrößte bzw. fünftgrößte Wirtschaftsmacht der Welt und war 2015 erstmals die am schnellsten wachsende Volkswirtschaft der G20-Gruppe.",https://de.wikipedia.org/wiki/Demografie_Deutschlands,"['Die indische Gesellschaft trotz verfassungsmäßiger Religionsfreiheit religiösen hierarchischen Kastensystem bestimmt', ' Die Abstand größte Religionsgruppe Hindus, gefolgt Muslimen, Christen historisch Indien stammenden Sikhs, Buddhisten Jaina', ' Das Entwicklungsprogramm Vereinten Nationen zählt Indien Ländern mittlerer menschlicher Entwicklung', ' Beim Ländervergleich Index menschlichen Entwicklung lag Indien Jahr 2021 Rang 132 191 weltweit', ' Wirtschaftlich gilt Indien Schwellenland', ' Es gehört O5- BRICS-Staaten Gruppe zwanzig wichtigsten Industrie- Schwellenländer ', ' Indien trotz niedrigen Pro-Kopf-Einkommens drittgrößte bzw', ' fünftgrößte Wirtschaftsmacht Welt 2015 erstmals schnellsten wachsende Volkswirtschaft G20-Gruppe']"
Seit 2014 ist der hindu-nationalistische Politiker Narendra Modi Premierminister Indiens. Unter ihm hat sich der Zustand von Demokratie und Menschenrechten in Indien stetig verschlechtert.,https://de.wikipedia.org/wiki/Demografie_Deutschlands,"['Seit 2014 hindu-nationalistische Politiker Narendra Modi Premierminister Indiens', ' Unter Zustand Demokratie Menschenrechten Indien stetig verschlechtert']"
"Die natürliche Grenze im Norden und Nordosten bildet der Himalaya, das höchste Gebirge der Welt, das im äußersten Nordwesten durch das Hochtal des Indus vom Karakorum und der diesem vorgelagerten Ladakh Range getrennt wird. Südlich an den Himalaya schließen sich die breiten, fruchtbaren Stromebenen der Flüsse Ganges und Brahmaputra an. Im Westen geht das Stromland des Ganges in die Wüste Thar über, die im Osten und Süden vom Aravalligebirge begrenzt wird. Südlich davon liegen die Sümpfe des Rann von Kachchh sowie die Halbinsel Kathiawar. Den Nordosten Indiens, einschließlich der Brahmaputra-Ebene, verbindet nur ein schmaler Korridor zwischen Bangladesch und Nepal bzw. Bhutan mit dem übrigen Land. Die Nordostregion wird durch das bis zu 3800 Meter hohe Patkai- oder Purvachalgebirge von Myanmar sowie die knapp 2000 Meter hohen Khasi-Berge von Bangladesch abgeschirmt.",https://de.wikipedia.org/wiki/Demografie_Deutschlands,"['Die natürliche Grenze Norden Nordosten bildet Himalaya, höchste Gebirge Welt, äußersten Nordwesten Hochtal Indus Karakorum vorgelagerten Ladakh Range getrennt wird', ' Südlich Himalaya schließen breiten, fruchtbaren Stromebenen Flüsse Ganges Brahmaputra an', ' Im Westen geht Stromland Ganges Wüste Thar über, Osten Süden Aravalligebirge begrenzt wird', ' Südlich davon liegen Sümpfe Rann Kachchh sowie Halbinsel Kathiawar', ' Den Nordosten Indiens, einschließlich Brahmaputra-Ebene, verbindet schmaler Korridor Bangladesch Nepal bzw', ' Bhutan übrigen Land', ' Die Nordostregion 3800 Meter hohe Patkai- Purvachalgebirge Myanmar sowie knapp 2000 Meter hohen Khasi-Berge Bangladesch abgeschirmt']"
"Das Hochland von Dekkan nimmt den größten Teil der keilförmig in den Indischen Ozean vorragenden indischen Halbinsel ein. Das Vindhya- und das Satpuragebirge schirmen den Dekkan von der Gangesebene im Norden ab. Im Westen wird er von den bis zu 2700 Meter hohen Westghats, im Osten von den flacheren Ostghats begrenzt. Beide Gebirgszüge treffen im Süden, wo die Halbinsel spitz zum Kap Komorin zuläuft, zusammen. Die Westghats fallen steil zur Konkan- und Malabarküste entlang des Arabischen Meeres ab. Die Ostghats gehen in die breiteren östlichen Küstenebenen am Golf von Bengalen über.",https://de.wikipedia.org/wiki/Demografie_Deutschlands,"['Das Hochland Dekkan nimmt größten Teil keilförmig Indischen Ozean vorragenden indischen Halbinsel ein', ' Das Vindhya- Satpuragebirge schirmen Dekkan Gangesebene Norden ab', ' Im Westen 2700 Meter hohen Westghats, Osten flacheren Ostghats begrenzt', ' Beide Gebirgszüge treffen Süden, Halbinsel spitz Kap Komorin zuläuft, zusammen', ' Die Westghats fallen steil Konkan- Malabarküste entlang Arabischen Meeres ab', ' Die Ostghats gehen breiteren östlichen Küstenebenen Golf Bengalen über']"
"Zu Indien gehören außerdem drei dem indischen Subkontinent vorgelagerte Inselgruppen. Rund 300 Kilometer westlich der Malabarküste liegen die Korallenatolle von Lakshadweep, das die Inselgruppen der Lakkadiven und Amindiven sowie die Insel Minicoy umfasst. Südöstlich der Halbinsel, zwischen 1000 und 1600 Kilometer vom indischen Festland entfernt, erstrecken sich die Andamanen und Nikobaren, die zugleich die östliche Grenze des Golfs von Bengalen markieren.",https://de.wikipedia.org/wiki/Demografie_Deutschlands,"['Zu Indien gehören außerdem drei indischen Subkontinent vorgelagerte Inselgruppen', ' Rund 300 Kilometer westlich Malabarküste liegen Korallenatolle Lakshadweep, Inselgruppen Lakkadiven Amindiven sowie Insel Minicoy umfasst', ' Südöstlich Halbinsel, 1000 1600 Kilometer indischen Festland entfernt, erstrecken Andamanen Nikobaren, zugleich östliche Grenze Golfs Bengalen markieren']"
Höchster Punkt Indiens ist der Berg Kangchendzönga mit 8586 m Höhe. Er liegt im äußersten Westen Sikkims; über ihn verläuft die Grenze zu Nepal. Der höchste vollständig auf indischem Gebiet liegende Berg ist die Nanda Devi mit 7822 m. Vor dem Beitritt des damaligen Königreichs Sikkim zur indischen Union im Jahr 1975 war dies auch der höchste Berg Indiens. Der tiefste Punkt ist die zwei Meter unter dem Meeresspiegel gelegene Kuttanad-Senke an der Malabarküste.,https://de.wikipedia.org/wiki/Demografie_Deutschlands,"['Höchster Punkt Indiens Berg Kangchendzönga 8586 m Höhe', ' Er liegt äußersten Westen Sikkims; verläuft Grenze Nepal', ' Der höchste vollständig indischem Gebiet liegende Berg Nanda Devi 7822 m', ' Vor Beitritt damaligen Königreichs Sikkim indischen Union Jahr 1975 höchste Berg Indiens', ' Der tiefste Punkt zwei Meter Meeresspiegel gelegene Kuttanad-Senke Malabarküste']"
"Indiens längster und bedeutendster Fluss ist der Ganges , der im Himalaya entspringt. Seine längsten Nebenflüsse sind die Yamuna und der Gomti; der Chambal ist ein Zufluss der Yamuna. Der Brahmaputra, dessen Oberlauf seinerseits den Himalaya vom Transhimalaya trennt und der das Land im Nordosten durchfließt, vereinigt sich mit dem Ganges und bildet vor der Mündung in den Golf von Bengalen ein gewaltiges Delta. An diesem hat Indien im Westen Anteil; der Großteil des Gangesdeltas liegt auf dem Territorium des Nachbarstaates Bangladesch. Fast ein Drittel der Fläche Indiens gehört zum Einzugsgebiet von Ganges und Brahmaputra.",https://de.wikipedia.org/wiki/Demografie_Deutschlands,"['Indiens längster bedeutendster Fluss Ganges , Himalaya entspringt', ' Seine längsten Nebenflüsse Yamuna Gomti; Chambal Zufluss Yamuna', ' Der Brahmaputra, Oberlauf seinerseits Himalaya Transhimalaya trennt Land Nordosten durchfließt, vereinigt Ganges bildet Mündung Golf Bengalen gewaltiges Delta', ' An Indien Westen Anteil; Großteil Gangesdeltas liegt Territorium Nachbarstaates Bangladesch', ' Fast Drittel Fläche Indiens gehört Einzugsgebiet Ganges Brahmaputra']"
Im äußersten Norden durchquert der Indus in Südost-Nordwest-Richtung das Unionsterritorium Ladakh.,https://de.wikipedia.org/wiki/Demografie_Deutschlands,['Im äußersten Norden durchquert Indus Südost-Nordwest-Richtung Unionsterritorium Ladakh']
"Das Hochland von Dekkan wird von mehreren großen Flüssen entwässert. Die Narmada und der Tapti münden ins Arabische Meer, während Godavari, Krishna, Mahanadi und Kaveri zum Golf von Bengalen fließen.",https://de.wikipedia.org/wiki/Demografie_Deutschlands,"['Das Hochland Dekkan mehreren großen Flüssen entwässert', ' Die Narmada Tapti münden Arabische Meer, Godavari, Krishna, Mahanadi Kaveri Golf Bengalen fließen']"
"Trotz seiner Größe hat Indien nur wenige große natürliche Seen. Zwecks Bewässerung und Stromerzeugung wurden im ganzen Land teils riesige Stauseen angelegt. Die größten sind der Hirakud-Stausee in Odisha, der Gandhi-Stausee in Madhya Pradesh und der Govind-Ballabh-Pant-Stausee an der Grenze zwischen Uttar Pradesh und Chhattisgarh.",https://de.wikipedia.org/wiki/Demografie_Deutschlands,"['Trotz Größe Indien wenige große natürliche Seen', ' Zwecks Bewässerung Stromerzeugung wurden ganzen Land teils riesige Stauseen angelegt', ' Die größten Hirakud-Stausee Odisha, Gandhi-Stausee Madhya Pradesh Govind-Ballabh-Pant-Stausee Grenze Uttar Pradesh Chhattisgarh']"
"Die Theorie der Kontinentalverschiebung besagt, dass Indien bis gegen Ende des Jura zum Südkontinent Gondwana gehörte. In der Kreidezeit riss es von der Kontinentalscholle der Antarktis ab und driftete in erdgeschichtlich extrem kurzen 50 Millionen Jahren quer durch den gesamten Tethys-Ozean gegen den Süden der Eurasischen Platte. Das Aufeinandertreffen der beiden Erdteile erfolgte vor geschätzt etwa 43 bis 64 Millionen Jahren am Anfang des Paläogens. In der resultierenden gemeinsamen „Knautschzone“ dieser Krustenbewegungen wurden der Himalaya und benachbarte Gebirgssysteme aufgeschoben und das Hochland von Tibet angehoben.",https://de.wikipedia.org/wiki/Demografie_Deutschlands,"['Die Theorie Kontinentalverschiebung besagt, Indien Ende Jura Südkontinent Gondwana gehörte', ' In Kreidezeit riss Kontinentalscholle Antarktis ab driftete erdgeschichtlich extrem kurzen 50 Millionen Jahren quer gesamten Tethys-Ozean Süden Eurasischen Platte', ' Das Aufeinandertreffen beiden Erdteile erfolgte geschätzt etwa 43 64 Millionen Jahren Anfang Paläogens', ' In resultierenden gemeinsamen „Knautschzone“ Krustenbewegungen wurden Himalaya benachbarte Gebirgssysteme aufgeschoben Hochland Tibet angehoben']"
"Obwohl einzelne Krustenteile sich inzwischen miteinander verschweißt haben, bewegt sich die Indische Platte bis heute nach Norden, so dass sich der Himalaya jährlich um einige Millimeter hebt – ebenso wie andere Faltengebirge der Erde, von denen er eines der jüngsten ist. Die ihm vorgelagerten Flussebenen entstanden durch Sedimentablagerungen im Pleistozän. Vielfältiger sind die Gesteinsformationen des Dekkan. Den Großteil nehmen proterozoische Formationen im Süden und Osten, der in der Kreidezeit entstandene vulkanische Dekkan-Trapp im Westen und Nordwesten sowie ungeformte Kratone im Nordosten und Norden ein, die zu den ältesten Teilen der Erdkruste gehören.",https://de.wikipedia.org/wiki/Demografie_Deutschlands,"['Obwohl einzelne Krustenteile inzwischen miteinander verschweißt haben, bewegt Indische Platte heute Norden, Himalaya jährlich Millimeter hebt – ebenso Faltengebirge Erde, denen jüngsten ist', ' Die vorgelagerten Flussebenen entstanden Sedimentablagerungen Pleistozän', ' Vielfältiger Gesteinsformationen Dekkan', ' Den Großteil nehmen proterozoische Formationen Süden Osten, Kreidezeit entstandene vulkanische Dekkan-Trapp Westen Nordwesten sowie ungeformte Kratone Nordosten Norden ein, ältesten Teilen Erdkruste gehören']"
"Mit Ausnahme der Bergregionen herrscht in Nord- und Zentralindien vornehmlich subtropisches Kontinentalklima, im Süden und in den Küstengebieten dagegen ein stärker maritim geprägtes tropisches Klima. So treten im Norden im Jahresverlauf teils erhebliche Temperaturschwankungen auf. In den nördlichen Tiefebenen herrschen im Dezember und Januar 10 bis 15 °C; in der heißesten Zeit zwischen April und Juni sind Höchsttemperaturen von 40 bis über 50 °C möglich.",https://de.wikipedia.org/wiki/Demografie_Deutschlands,"['Mit Ausnahme Bergregionen herrscht Nord- Zentralindien vornehmlich subtropisches Kontinentalklima, Süden Küstengebieten dagegen stärker maritim geprägtes tropisches Klima', ' So treten Norden Jahresverlauf teils erhebliche Temperaturschwankungen auf', ' In nördlichen Tiefebenen herrschen Dezember Januar 10 15 °C; heißesten Zeit April Juni Höchsttemperaturen 40 50 °C möglich']"
Im Süden ist es dagegen ganzjährig heiß.,https://de.wikipedia.org/wiki/Demografie_Deutschlands,['Im Süden dagegen ganzjährig heiß']
"Die Niederschlagsmengen werden im ganzen Land maßgeblich vom Indischen Monsun beeinflusst. Der Südwest- oder Sommermonsun setzt in den meisten Landesteilen im Juni ein und bringt je nach Region bis September oder Oktober ergiebige Niederschläge. Auf Grund der sehr unterschiedlichen Topographie ist die Niederschlagsverteilung höchst ungleichmäßig. Die stärksten Regengüsse gehen an der Westküste, in den Westghats, an den Hängen des Himalayas und in Nordostindien nieder. Am trockensten ist es in der Thar. Die aus Zentralasien kommenden Nordost- oder Wintermonsunwinde zwischen Oktober und Juni bringen kaum Feuchtigkeit, daher gehen in den meisten Gegenden 80 bis über 90 % der jährlichen Gesamtniederschlagsmenge während der Sommermonate nieder. Nur der Südosten erhält auch während des Nordostmonsuns Regen, da die Luftströmungen über dem Golf von Bengalen Feuchtigkeit aufnehmen.",https://de.wikipedia.org/wiki/Demografie_Deutschlands,"['Die Niederschlagsmengen ganzen Land maßgeblich Indischen Monsun beeinflusst', ' Der Südwest- Sommermonsun setzt meisten Landesteilen Juni bringt je Region September Oktober ergiebige Niederschläge', ' Auf Grund unterschiedlichen Topographie Niederschlagsverteilung höchst ungleichmäßig', ' Die stärksten Regengüsse gehen Westküste, Westghats, Hängen Himalayas Nordostindien nieder', ' Am trockensten Thar', ' Die Zentralasien kommenden Nordost- Wintermonsunwinde Oktober Juni bringen kaum Feuchtigkeit, daher gehen meisten Gegenden 80 90 % jährlichen Gesamtniederschlagsmenge Sommermonate nieder', ' Nur Südosten erhält Nordostmonsuns Regen, Luftströmungen Golf Bengalen Feuchtigkeit aufnehmen']"
"In den tieferen Lagen des Himalayas erstrecken sich noch ausgedehnte Wälder. Da die Niederschläge an den Hängen des Gebirges von Ost nach West abnehmen, finden sich im Osthimalaya immergrüne subtropische und gemäßigte Feucht- und Regenwälder, die nach Westen hin lichter und trockener werden. Laubwälder mit Eichen und Kastanien herrschen vor; charakteristisch für den Osthimalaya sind Rhododendren. In höheren Lagen dominieren Nadelbäume, insbesondere Zedern und Kiefern. Die steppen- und wüstenartigen Hochtäler in Ladakh und anderen Teilen des westlichen Innerhimalayas gehen in das trockene Hochland von Tibet über. Die Vegetationsgrenze liegt bei etwa 5000 Metern.",https://de.wikipedia.org/wiki/Demografie_Deutschlands,"['In tieferen Lagen Himalayas erstrecken ausgedehnte Wälder', ' Da Niederschläge Hängen Gebirges Ost West abnehmen, finden Osthimalaya immergrüne subtropische gemäßigte Feucht- Regenwälder, Westen lichter trockener werden', ' Laubwälder Eichen Kastanien herrschen vor; charakteristisch Osthimalaya Rhododendren', ' In höheren Lagen dominieren Nadelbäume, insbesondere Zedern Kiefern', ' Die steppen- wüstenartigen Hochtäler Ladakh Teilen westlichen Innerhimalayas gehen trockene Hochland Tibet über', ' Die Vegetationsgrenze liegt etwa 5000 Metern']"
Der schwer zugängliche Nordosten ist teils noch dicht bewaldet. Besonders hohe Niederschlagsmengen ermöglichen dort halbimmergrüne Feuchtwälder.,https://de.wikipedia.org/wiki/Demografie_Deutschlands,"['Der schwer zugängliche Nordosten teils dicht bewaldet', ' Besonders hohe Niederschlagsmengen ermöglichen halbimmergrüne Feuchtwälder']"
"Der weitaus größte Teil der Gangesebene, des Dekkans und der angrenzenden Randgebirge war früher von Monsunwäldern bedeckt; heute gibt es davon nur noch Reste, zumeist in Bergregionen. Die landwirtschaftlich intensiv genutzten Ebenen sind dagegen praktisch waldfrei. Monsunwälder werfen während der Trockenperioden Laub ab. Je nach Niederschlagsmenge und Länge der Trockenperiode unterscheidet man zwischen Feucht- und Trockenwäldern. Wälder, die zwischen 1500 und 2000 Millimeter Jahresniederschlag erhalten, werden in der Regel als laubabwerfende Feuchtwälder bezeichnet. Sie herrschen im nordöstlichen Dekkan, Odisha und Westbengalen sowie im Lee der Westghats vor. Bei Niederschlägen zwischen 1000 und 1500 Millimetern im Jahr spricht man von laubabwerfenden Trockenwäldern; diese dominieren in Indien. Wegen der dünneren Baumkronen haben Monsunwälder ein dichtes Unterholz. Die charakteristische Baumart des Nordens ist der Sal , im zentralen und westlichen Dekkanhochland ist es der Teakbaum und den Süden der Halbinsel prägen Sandelholzbäume . Bambusarten sind weit verbreitet.",https://de.wikipedia.org/wiki/Demografie_Deutschlands,"['Der weitaus größte Teil Gangesebene, Dekkans angrenzenden Randgebirge früher Monsunwäldern bedeckt; heute gibt davon Reste, zumeist Bergregionen', ' Die landwirtschaftlich intensiv genutzten Ebenen dagegen praktisch waldfrei', ' Monsunwälder werfen Trockenperioden Laub ab', ' Je Niederschlagsmenge Länge Trockenperiode unterscheidet Feucht- Trockenwäldern', ' Wälder, 1500 2000 Millimeter Jahresniederschlag erhalten, Regel laubabwerfende Feuchtwälder bezeichnet', ' Sie herrschen nordöstlichen Dekkan, Odisha Westbengalen sowie Lee Westghats vor', ' Bei Niederschlägen 1000 1500 Millimetern Jahr spricht laubabwerfenden Trockenwäldern; dominieren Indien', ' Wegen dünneren Baumkronen Monsunwälder dichtes Unterholz', ' Die charakteristische Baumart Nordens Sal , zentralen westlichen Dekkanhochland Teakbaum Süden Halbinsel prägen Sandelholzbäume ', ' Bambusarten weit verbreitet']"
"In den trockeneren Teilen Indiens, wie Rajasthan, Gujarat, dem Westrand des Gangestieflandes oder dem zentralen Dekkan, wachsen die insbesondere medizinisch genutzten, endemischen Niembäume. Im ariden Klima haben sich offene Dornwälder ausgebildet, die in der Wüste Thar in Halbwüstenvegetation mit vereinzelten Dornbüschen übergehen.",https://de.wikipedia.org/wiki/Demografie_Deutschlands,"['In trockeneren Teilen Indiens, Rajasthan, Gujarat, Westrand Gangestieflandes zentralen Dekkan, wachsen insbesondere medizinisch genutzten, endemischen Niembäume', ' Im ariden Klima offene Dornwälder ausgebildet, Wüste Thar Halbwüstenvegetation vereinzelten Dornbüschen übergehen']"
"In den feuchten Westghats gibt es noch relativ große zusammenhängende Teile der ursprünglichen, immergrünen oder halbimmergrünen Feuchtwälder. Sie sind durch die für tropische Regenwälder typische Stockwerkgliederung geprägt. Einige der hoch wachsenden Baumarten des obersten Stockwerkes werfen jahreszeitbedingt ihr Laub ab, darunter wachsende Arten sind dagegen immergrün. Aufsitzerpflanzen wie Orchideen und Farne kommen in großer Vielfalt vor.",https://de.wikipedia.org/wiki/Demografie_Deutschlands,"['In feuchten Westghats gibt relativ große zusammenhängende Teile ursprünglichen, immergrünen halbimmergrünen Feuchtwälder', ' Sie tropische Regenwälder typische Stockwerkgliederung geprägt', ' Einige hoch wachsenden Baumarten obersten Stockwerkes werfen jahreszeitbedingt Laub ab, darunter wachsende Arten dagegen immergrün', ' Aufsitzerpflanzen Orchideen Farne kommen großer Vielfalt vor']"
"Mangroven, salzwasserresistente Gezeitenwälder, sind nur an der Ostküste Indiens verbreitet. Die Sundarbans im Ganges-Brahmaputra-Delta weisen die dichtesten Mangrovenbestände des Landes auf. Weitere Gezeitenwälder befinden sich in den Mündungsdeltas von Mahanadi, Godavari und Krishna.",https://de.wikipedia.org/wiki/Demografie_Deutschlands,"['Mangroven, salzwasserresistente Gezeitenwälder, Ostküste Indiens verbreitet', ' Die Sundarbans Ganges-Brahmaputra-Delta weisen dichtesten Mangrovenbestände Landes auf', ' Weitere Gezeitenwälder befinden Mündungsdeltas Mahanadi, Godavari Krishna']"
"Dank seiner Landschaftsvielfalt findet man in Indien eine äußerst artenreiche Tierwelt vor. Man schätzt, dass etwa 350 Säugetier-, 1200 Vogel-, 400 Reptilien- und 200 Amphibienarten dort heimisch sind. Viele Arten kommen allerdings nur noch in Rückzugsgebieten wie Wäldern, Sümpfen, Berg- und Hügelländern vor. In indischen Gewässern leben zudem mehr als 2500 Fischarten.",https://de.wikipedia.org/wiki/Demografie_Deutschlands,"['Dank Landschaftsvielfalt findet Indien äußerst artenreiche Tierwelt vor', ' Man schätzt, etwa 350 Säugetier-, 1200 Vogel-, 400 Reptilien- 200 Amphibienarten heimisch sind', ' Viele Arten kommen allerdings Rückzugsgebieten Wäldern, Sümpfen, Berg- Hügelländern vor', ' In indischen Gewässern leben zudem mehr 2500 Fischarten']"
"Indiens größte Säugetierart ist der Indische Elefant, der neben dem Königstiger wohl auch am bekanntesten ist. Der Tiger war lange Zeit vom Aussterben bedroht, durch Einrichtung von Tigerschutzgebieten konnten sich die Bestände aber wieder erholen. Dennoch gibt es nur wenige tausend Exemplare in freier Wildbahn. Außer dem Tiger leben noch andere Großkatzen in Indien, darunter Leoparden und Löwen. Letztere sind ausschließlich im Gir-Nationalpark in Gujarat, dem letzten Rückzugsgebiet des Asiatischen Löwen, anzutreffen. Der seltene Schneeleopard bewohnt die hohen Gebirgsregionen des Himalaya. Die bekannteste und weitverbreitetste der kleineren Raubtierarten ist der Mungo.",https://de.wikipedia.org/wiki/Demografie_Deutschlands,"['Indiens größte Säugetierart Indische Elefant, neben Königstiger wohl bekanntesten ist', ' Der Tiger lange Zeit Aussterben bedroht, Einrichtung Tigerschutzgebieten konnten Bestände erholen', ' Dennoch gibt wenige tausend Exemplare freier Wildbahn', ' Außer Tiger leben Großkatzen Indien, darunter Leoparden Löwen', ' Letztere ausschließlich Gir-Nationalpark Gujarat, letzten Rückzugsgebiet Asiatischen Löwen, anzutreffen', ' Der seltene Schneeleopard bewohnt hohen Gebirgsregionen Himalaya', ' Die bekannteste weitverbreitetste kleineren Raubtierarten Mungo']"
"Das Panzernashorn lebt fast nur noch in den Sumpf- und Dschungelgebieten Assams, vor allem im Kaziranga-Nationalpark.",https://de.wikipedia.org/wiki/Demografie_Deutschlands,"['Das Panzernashorn lebt fast Sumpf- Dschungelgebieten Assams, Kaziranga-Nationalpark']"
"Weit verbreitet sind dagegen Paarhufer. Dazu gehören unter anderem Wildschweine, Muntjaks, Sambars, Axishirsche, Schweinshirsche, Barasinghas, Wasserbüffel, Gaur sowie mehrere Antilopenarten.",https://de.wikipedia.org/wiki/Demografie_Deutschlands,"['Weit verbreitet dagegen Paarhufer', ' Dazu gehören Wildschweine, Muntjaks, Sambars, Axishirsche, Schweinshirsche, Barasinghas, Wasserbüffel, Gaur sowie mehrere Antilopenarten']"
"Die Pferdeartigen sind durch den Kiang im Himalaya und den Khur, eine Unterart des Asiatischen Esels, in der Halbwüste von Gujarat vertreten.",https://de.wikipedia.org/wiki/Demografie_Deutschlands,"['Die Pferdeartigen Kiang Himalaya Khur, Unterart Asiatischen Esels, Halbwüste Gujarat vertreten']"
